"company","year","debt"
"한솔인티큐브","실적2019",72
"한솔인티큐브","실적2020",NA
"한솔제지","실적2017",219
"한솔제지","실적2018",205
"한솔제지","실적2019",184
"한솔제지","실적2020",NA
"한솔케미칼","실적2017",85
"한솔케미칼","실적2018",77
"한솔케미칼","실적2019",80
"한솔케미칼","실적2020",NA
"한솔테크닉스","실적2017",136
"한솔테크닉스","실적2018",154
"한솔테크닉스","실적2019",89
"한솔테크닉스","실적2020",NA
"한솔피엔에스","실적2017",182
"한솔피엔에스","실적2018",137
"한솔피엔에스","실적2019",151
"한솔피엔에스","실적2020",NA
"한솔홀딩스","실적2017",211
"한솔홀딩스","실적2018",211
"한솔홀딩스","실적2019",46
"한솔홀딩스","실적2020",NA
"한솔홈데코","실적2017",100
"한솔홈데코","실적2018",90
"한솔홈데코","실적2019",91
"한솔홈데코","실적2020",NA
"한송네오텍","실적2017",192
"한송네오텍","실적2018",52
"한송네오텍","실적2019",101
"한송네오텍","실적2020",NA
"한스바이오메드","실적2017",45
"한스바이오메드","실적2018",31
"한스바이오메드","실적2019",59
"한스바이오메드","실적2020",NA
"한신공영","실적2017",442
"한신공영","실적2018",298
"한신공영","실적2019",221
"한신공영","실적2020",NA
"한신기계공업","실적2017",15
"한신기계공업","실적2018",13
"한신기계공업","실적2019",16
"한신기계공업","실적2020",NA
"한양디지텍","실적2017",48
"한양디지텍","실적2018",61
"한양디지텍","실적2019",225
"한양디지텍","실적2020",NA
"한양이엔지","실적2017",77
"한양이엔지","실적2018",57
"한양이엔지","실적2019",61
"한양이엔지","실적2020",NA
"한양증권","실적2017",538
"한양증권","실적2018",583
"한양증권","실적2019",518
"한양증권","실적2020",NA
"한온시스템","실적2017",102
"한온시스템","실적2018",151
"한온시스템","실적2019",202
"한온시스템","실적2020",NA
"한올바이오파마","실적2017",51
"한올바이오파마","실적2018",38
"한올바이오파마","실적2019",36
"한올바이오파마","실적2020",NA
"한익스프레스","실적2017",198
"한익스프레스","실적2018",198
"한익스프레스","실적2019",269
"한익스프레스","실적2020",NA
"한일네트웍스","실적2017",45
"한일네트웍스","실적2018",33
"한일네트웍스","실적2019",85
"한일네트웍스","실적2020",NA
"한일단조","실적2017",153
"한일단조","실적2018",110
"한일단조","실적2019",104
"한일단조","실적2020",NA
"한일사료","실적2017",158
"한일사료","실적2018",179
"한일사료","실적2019",184
"한일사료","실적2020",NA
"한일시멘트","실적2017",NA
"한일시멘트","실적2018",57
"한일시멘트","실적2019",55
"한일시멘트","실적2020",NA
"한일진공","실적2017",56
"한일진공","실적2018",22
"한일진공","실적2019",25
"한일진공","실적2020",NA
"한일철강","실적2017",94
"한일철강","실적2018",93
"한일철강","실적2019",114
"한일철강","실적2020",NA
"한일현대시멘트","실적2017",136
"한일현대시멘트","실적2018",211
"한일현대시멘트","실적2019",173
"한일현대시멘트","실적2020",NA
"한일홀딩스","실적2017",103
"한일홀딩스","실적2018",88
"한일홀딩스","실적2019",89
"한일홀딩스","실적2020",NA
"한일화학","실적2017",36
"한일화학","실적2018",27
"한일화학","실적2019",29
"한일화학","실적2020",NA
"한전KPS","실적2017",32
"한전KPS","실적2018",30
"한전KPS","실적2019",27
"한전KPS","실적2020",NA
"한전기술","실적2017",66
"한전기술","실적2018",67
"한전기술","실적2019",49
"한전기술","실적2020",NA
"한전산업","실적2017",115
"한전산업","실적2018",96
"한전산업","실적2019",120
"한전산업","실적2020",NA
"한진","실적2017",182
"한진","실적2018",149
"한진","실적2019",236
"한진","실적2020",NA
"한진중공업","실적2017",628
"한진중공업","실적2018",-486
"한진중공업","실적2019",908
"한진중공업","실적2020",NA
"한진중공업홀딩스","실적2017",347
"한진중공업홀딩스","실적2018",410
"한진중공업홀딩스","실적2019",416
"한진중공업홀딩스","실적2020",NA
"한진칼","실적2017",62
"한진칼","실적2018",65
"한진칼","실적2019",89
"한진칼","실적2020",NA
"한창","실적2017",153
"한창","실적2018",225
"한창","실적2019",243
"한창","실적2020",NA
"한창산업","실적2017",12
"한창산업","실적2018",12
"한창산업","실적2019",15
"한창산업","실적2020",NA
"한창제지","실적2017",114
"한창제지","실적2018",100
"한창제지","실적2019",100
"한창제지","실적2020",NA
"한컴MDS","실적2017",36
"한컴MDS","실적2018",36
"한컴MDS","실적2019",33
"한컴MDS","실적2020",NA
"한컴위드","실적2017",63
"한컴위드","실적2018",54
"한컴위드","실적2019",38
"한컴위드","실적2020",NA
"한탑","실적2017",157
"한탑","실적2018",208
"한탑","실적2019",296
"한탑","실적2020",NA
"한프","실적2017",94
"한프","실적2018",114
"한프","실적2019",231
"한프","실적2020",NA
"한화","실적2017",903
"한화","실적2018",900
"한화","실적2019",898
"한화","실적2020",NA
"한화생명","실적2017",1130
"한화생명","실적2018",1055
"한화생명","실적2019",913
"한화생명","실적2020",NA
"한화손해보험","실적2017",1157
"한화손해보험","실적2018",1082
"한화손해보험","실적2019",1146
"한화손해보험","실적2020",NA
"한화솔루션","실적2017",120
"한화솔루션","실적2018",144
"한화솔루션","실적2019",170
"한화솔루션","실적2020",NA
"한화시스템","실적2017",184
"한화시스템","실적2018",131
"한화시스템","실적2019",148
"한화시스템","실적2020",NA
"한화에스비아이스팩","실적2017",NA
"한화에스비아이스팩","실적2018",NA
"한화에스비아이스팩","실적2019",10
"한화에스비아이스팩","실적2020",NA
"한화에어로스페이스","실적2017",163
"한화에어로스페이스","실적2018",180
"한화에어로스페이스","실적2019",204
"한화에어로스페이스","실적2020",NA
"한화투자증권","실적2017",687
"한화투자증권","실적2018",672
"한화투자증권","실적2019",754
"한화투자증권","실적2020",NA
"한화플러스제1호스팩","실적2017",NA
"한화플러스제1호스팩","실적2018",NA
"한화플러스제1호스팩","실적2019",6
"한화플러스제1호스팩","실적2020",NA
"해덕파워웨이","실적2017",87
"해덕파워웨이","실적2018",72
"해덕파워웨이","실적2019",31
"해덕파워웨이","실적2020",NA
"해마로푸드서비스","실적2017",84
"해마로푸드서비스","실적2018",75
"해마로푸드서비스","실적2019",72
"해마로푸드서비스","실적2020",NA
"해성디에스","실적2017",60
"해성디에스","실적2018",55
"해성디에스","실적2019",56
"해성디에스","실적2020",NA
"해성산업","실적2017",18
"해성산업","실적2018",34
"해성산업","실적2019",52
"해성산업","실적2020",NA
"해성옵틱스","실적2017",255
"해성옵틱스","실적2018",314
"해성옵틱스","실적2019",206
"해성옵틱스","실적2020",NA
"해태제과식품","실적2017",183
"해태제과식품","실적2018",176
"해태제과식품","실적2019",210
"해태제과식품","실적2020",NA
"핸디소프트","실적2017",110
"핸디소프트","실적2018",86
"핸디소프트","실적2019",18
"핸디소프트","실적2020",NA
"핸즈코퍼레이션","실적2017",108
"핸즈코퍼레이션","실적2018",119
"핸즈코퍼레이션","실적2019",162
"핸즈코퍼레이션","실적2020",NA
"행남사","실적2017",75
"행남사","실적2018",75
"행남사","실적2019",44
"행남사","실적2020",NA
"헝셩그룹","실적2017",27
"헝셩그룹","실적2018",24
"헝셩그룹","실적2019",21
"헝셩그룹","실적2020",NA
"헬릭스미스","실적2017",9
"헬릭스미스","실적2018",105
"헬릭스미스","실적2019",86
"헬릭스미스","실적2020",NA
"현대건설","실적2017",117
"현대건설","실적2018",117
"현대건설","실적2019",109
"현대건설","실적2020",NA
"현대건설기계","실적2017",90
"현대건설기계","실적2018",99
"현대건설기계","실적2019",102
"현대건설기계","실적2020",NA
"현대공업","실적2017",50
"현대공업","실적2018",41
"현대공업","실적2019",39
"현대공업","실적2020",NA
"현대그린푸드","실적2017",36
"현대그린푸드","실적2018",34
"현대그린푸드","실적2019",40
"현대그린푸드","실적2020",NA
"현대글로비스","실적2017",105
"현대글로비스","실적2018",103
"현대글로비스","실적2019",116
"현대글로비스","실적2020",NA
"현대로템","실적2017",187
"현대로템","실적2018",261
"현대로템","실적2019",362
"현대로템","실적2020",NA
"현대리바트","실적2017",65
"현대리바트","실적2018",51
"현대리바트","실적2019",64
"현대리바트","실적2020",NA
"현대모비스","실적2017",42
"현대모비스","실적2018",40
"현대모비스","실적2019",43
"현대모비스","실적2020",NA
"현대미포조선","실적2017",255
"현대미포조선","실적2018",49
"현대미포조선","실적2019",43
"현대미포조선","실적2020",NA
"현대바이오","실적2017",60
"현대바이오","실적2018",33
"현대바이오","실적2019",34
"현대바이오","실적2020",NA
"현대바이오랜드","실적2017",27
"현대바이오랜드","실적2018",29
"현대바이오랜드","실적2019",34
"현대바이오랜드","실적2020",NA
"현대백화점","실적2017",46
"현대백화점","실적2018",44
"현대백화점","실적2019",53
"현대백화점","실적2020",NA
"현대비앤지스틸","실적2017",60
"현대비앤지스틸","실적2018",58
"현대비앤지스틸","실적2019",51
"현대비앤지스틸","실적2020",NA
"현대사료","실적2017",74
"현대사료","실적2018",65
"현대사료","실적2019",63
"현대사료","실적2020",NA
"현대약품","실적2017",57
"현대약품","실적2018",48
"현대약품","실적2019",66
"현대약품","실적2020",NA
"현대에너지솔루션","실적2017",15
"현대에너지솔루션","실적2018",15
"현대에너지솔루션","실적2019",51
"현대에너지솔루션","실적2020",NA
"현대엘리베이터","실적2017",173
"현대엘리베이터","실적2018",155
"현대엘리베이터","실적2019",168
"현대엘리베이터","실적2020",NA
"현대오토에버","실적2017",93
"현대오토에버","실적2018",83
"현대오토에버","실적2019",99
"현대오토에버","실적2020",NA
"현대위아","실적2017",129
"현대위아","실적2018",134
"현대위아","실적2019",119
"현대위아","실적2020",NA
"현대일렉트릭","실적2017",101
"현대일렉트릭","실적2018",173
"현대일렉트릭","실적2019",222
"현대일렉트릭","실적2020",NA
"현대자동차","실적2017",138
"현대자동차","실적2018",144
"현대자동차","실적2019",154
"현대자동차","실적2020",NA
"현대제철","실적2017",95
"현대제철","실적2018",95
"현대제철","실적2019",99
"현대제철","실적2020",NA
"현대종합상사","실적2017",247
"현대종합상사","실적2018",258
"현대종합상사","실적2019",322
"현대종합상사","실적2020",NA
"현대중공업지주","실적2017",106
"현대중공업지주","실적2018",121
"현대중공업지주","실적2019",116
"현대중공업지주","실적2020",NA
"현대차증권","실적2017",731
"현대차증권","실적2018",702
"현대차증권","실적2019",610
"현대차증권","실적2020",NA
"현대코퍼레이션홀딩스","실적2017",11
"현대코퍼레이션홀딩스","실적2018",12
"현대코퍼레이션홀딩스","실적2019",34
"현대코퍼레이션홀딩스","실적2020",NA
"현대통신","실적2017",67
"현대통신","실적2018",47
"현대통신","실적2019",33
"현대통신","실적2020",NA
"현대퓨처넷","실적2017",9
"현대퓨처넷","실적2018",9
"현대퓨처넷","실적2019",9
"현대퓨처넷","실적2020",NA
"현대해상","실적2017",1204
"현대해상","실적2018",967
"현대해상","실적2019",928
"현대해상","실적2020",NA
"현대홈쇼핑","실적2017",21
"현대홈쇼핑","실적2018",51
"현대홈쇼핑","실적2019",44
"현대홈쇼핑","실적2020",NA
"현우산업","실적2017",103
"현우산업","실적2018",117
"현우산업","실적2019",119
"현우산업","실적2020",NA
"현진소재","실적2017",4497
"현진소재","실적2018",280
"현진소재","실적2019",-1634
"현진소재","실적2020",NA
"형지I&C","실적2017",186
"형지I&C","실적2018",225
"형지I&C","실적2019",181
"형지I&C","실적2020",NA
"형지엘리트","실적2017",134
"형지엘리트","실적2018",90
"형지엘리트","실적2019",85
"형지엘리트","실적2020",NA
"혜인","실적2017",146
"혜인","실적2018",149
"혜인","실적2019",128
"혜인","실적2020",NA
"호전실업","실적2017",134
"호전실업","실적2018",127
"호전실업","실적2019",134
"호전실업","실적2020",NA
"호텔신라","실적2017",232
"호텔신라","실적2018",201
"호텔신라","실적2019",283
"호텔신라","실적2020",NA
"홈센타홀딩스","실적2017",116
"홈센타홀딩스","실적2018",134
"홈센타홀딩스","실적2019",131
"홈센타홀딩스","실적2020",NA
"홈캐스트","실적2017",15
"홈캐스트","실적2018",20
"홈캐스트","실적2019",11
"홈캐스트","실적2020",NA
"화성밸브","실적2017",45
"화성밸브","실적2018",38
"화성밸브","실적2019",31
"화성밸브","실적2020",NA
"화성산업","실적2017",65
"화성산업","실적2018",70
