"company","year","debt"
"테고사이언스","실적2017",33
"테고사이언스","실적2018",1
"테고사이언스","실적2019",1
"테고사이언스","실적2020",NA
"테라사이언스","실적2017",380
"테라사이언스","실적2018",95
"테라사이언스","실적2019",89
"테라사이언스","실적2020",NA
"테라셈","실적2017",46
"테라셈","실적2018",264
"테라셈","실적2019",126
"테라셈","실적2020",NA
"테라젠이텍스","실적2017",55
"테라젠이텍스","실적2018",94
"테라젠이텍스","실적2019",66
"테라젠이텍스","실적2020",NA
"테스","실적2017",27
"테스","실적2018",13
"테스","실적2019",15
"테스","실적2020",NA
"테스나","실적2017",43
"테스나","실적2018",37
"테스나","실적2019",109
"테스나","실적2020",NA
"테이팩스","실적2017",81
"테이팩스","실적2018",72
"테이팩스","실적2019",43
"테이팩스","실적2020",NA
"테크윙","실적2017",124
"테크윙","실적2018",105
"테크윙","실적2019",101
"테크윙","실적2020",NA
"텔레칩스","실적2017",50
"텔레칩스","실적2018",42
"텔레칩스","실적2019",51
"텔레칩스","실적2020",NA
"텔레필드","실적2017",114
"텔레필드","실적2018",121
"텔레필드","실적2019",113
"텔레필드","실적2020",NA
"텔코웨어","실적2017",10
"텔코웨어","실적2018",13
"텔코웨어","실적2019",14
"텔코웨어","실적2020",NA
"텔콘RF제약","실적2017",55
"텔콘RF제약","실적2018",16
"텔콘RF제약","실적2019",14
"텔콘RF제약","실적2020",NA
"토니모리","실적2017",74
"토니모리","실적2018",93
"토니모리","실적2019",144
"토니모리","실적2020",NA
"토박스코리아","실적2017",52
"토박스코리아","실적2018",60
"토박스코리아","실적2019",41
"토박스코리아","실적2020",NA
"토비스","실적2017",59
"토비스","실적2018",65
"토비스","실적2019",44
"토비스","실적2020",NA
"토탈소프트","실적2017",160
"토탈소프트","실적2018",129
"토탈소프트","실적2019",90
"토탈소프트","실적2020",NA
"톱텍","실적2017",35
"톱텍","실적2018",14
"톱텍","실적2019",31
"톱텍","실적2020",NA
"투비소프트","실적2017",106
"투비소프트","실적2018",77
"투비소프트","실적2019",80
"투비소프트","실적2020",NA
"트루윈","실적2017",248
"트루윈","실적2018",137
"트루윈","실적2019",126
"트루윈","실적2020",NA
"특수건설","실적2017",80
"특수건설","실적2018",73
"특수건설","실적2019",99
"특수건설","실적2020",NA
"티라유텍","실적2017",221
"티라유텍","실적2018",189
"티라유텍","실적2019",22
"티라유텍","실적2020",NA
"티로보틱스","실적2017",224
"티로보틱스","실적2018",91
"티로보틱스","실적2019",157
"티로보틱스","실적2020",NA
"티비씨","실적2017",9
"티비씨","실적2018",9
"티비씨","실적2019",9
"티비씨","실적2020",NA
"티비에이치글로벌","실적2017",141
"티비에이치글로벌","실적2018",45
"티비에이치글로벌","실적2019",63
"티비에이치글로벌","실적2020",NA
"티사이언티픽","실적2017",383
"티사이언티픽","실적2018",122
"티사이언티픽","실적2019",65
"티사이언티픽","실적2020",NA
"티씨케이","실적2017",16
"티씨케이","실적2018",16
"티씨케이","실적2019",13
"티씨케이","실적2020",NA
"티앤알바이오팹","실적2017",4
"티앤알바이오팹","실적2018",2
"티앤알바이오팹","실적2019",9
"티앤알바이오팹","실적2020",NA
"티앤엘","실적2017",45
"티앤엘","실적2018",34
"티앤엘","실적2019",30
"티앤엘","실적2020",NA
"티에스아이","실적2017",307
"티에스아이","실적2018",400
"티에스아이","실적2019",123
"티에스아이","실적2020",NA
"티에스이","실적2017",28
"티에스이","실적2018",28
"티에스이","실적2019",35
"티에스이","실적2020",NA
"티에이치엔","실적2017",443
"티에이치엔","실적2018",427
"티에이치엔","실적2019",320
"티에이치엔","실적2020",NA
"티엘아이","실적2017",10
"티엘아이","실적2018",13
"티엘아이","실적2019",6
"티엘아이","실적2020",NA
"티와이홀딩스","실적2017",NA
"티와이홀딩스","실적2018",NA
"티와이홀딩스","실적2019",NA
"티와이홀딩스","실적2020",NA
"티움바이오","실적2017",-242
"티움바이오","실적2018",2
"티움바이오","실적2019",1
"티움바이오","실적2020",NA
"티웨이항공","실적2017",518
"티웨이항공","실적2018",90
"티웨이항공","실적2019",327
"티웨이항공","실적2020",NA
"티웨이홀딩스","실적2017",225
"티웨이홀딩스","실적2018",74
"티웨이홀딩스","실적2019",254
"티웨이홀딩스","실적2020",NA
"티케이케미칼","실적2017",149
"티케이케미칼","실적2018",163
"티케이케미칼","실적2019",150
"티케이케미칼","실적2020",NA
"티플랙스","실적2017",64
"티플랙스","실적2018",59
"티플랙스","실적2019",55
"티플랙스","실적2020",NA
"티피씨글로벌","실적2017",71
"티피씨글로벌","실적2018",98
"티피씨글로벌","실적2019",92
"티피씨글로벌","실적2020",NA
"팅크웨어","실적2017",42
"팅크웨어","실적2018",36
"팅크웨어","실적2019",39
"팅크웨어","실적2020",NA
"파나진","실적2017",40
"파나진","실적2018",47
"파나진","실적2019",7
"파나진","실적2020",NA
"파라다이스","실적2017",88
"파라다이스","실적2018",93
"파라다이스","실적2019",116
"파라다이스","실적2020",NA
"파라텍","실적2017",69
"파라텍","실적2018",75
"파라텍","실적2019",132
"파라텍","실적2020",NA
"파루","실적2017",13
"파루","실적2018",44
"파루","실적2019",48
"파루","실적2020",NA
"파마리서치프로덕트","실적2017",3
"파마리서치프로덕트","실적2018",17
"파마리서치프로덕트","실적2019",18
"파마리서치프로덕트","실적2020",NA
"파멥신","실적2017",33
"파멥신","실적2018",230
"파멥신","실적2019",6
"파멥신","실적2020",NA
"파미셀","실적2017",14
"파미셀","실적2018",24
"파미셀","실적2019",22
"파미셀","실적2020",NA
"파버나인","실적2017",119
"파버나인","실적2018",117
"파버나인","실적2019",179
"파버나인","실적2020",NA
"파세코","실적2017",33
"파세코","실적2018",45
"파세코","실적2019",46
"파세코","실적2020",NA
"파수","실적2017",191
"파수","실적2018",114
"파수","실적2019",175
"파수","실적2020",NA
"파워넷","실적2017",67
"파워넷","실적2018",73
"파워넷","실적2019",100
"파워넷","실적2020",NA
"파워로직스","실적2017",73
"파워로직스","실적2018",88
"파워로직스","실적2019",71
"파워로직스","실적2020",NA
"파이오링크","실적2017",37
"파이오링크","실적2018",38
"파이오링크","실적2019",37
"파이오링크","실적2020",NA
"파인디앤씨","실적2017",159
"파인디앤씨","실적2018",119
"파인디앤씨","실적2019",128
"파인디앤씨","실적2020",NA
"파인디지털","실적2017",13
"파인디지털","실적2018",14
"파인디지털","실적2019",19
"파인디지털","실적2020",NA
"파인테크닉스","실적2017",134
"파인테크닉스","실적2018",121
"파인테크닉스","실적2019",71
"파인테크닉스","실적2020",NA
"파인텍","실적2017",262
"파인텍","실적2018",272
"파인텍","실적2019",92
"파인텍","실적2020",NA
"파커스","실적2017",33
"파커스","실적2018",28
"파커스","실적2019",42
"파커스","실적2020",NA
"파크시스템스","실적2017",21
"파크시스템스","실적2018",19
"파크시스템스","실적2019",36
"파크시스템스","실적2020",NA
"파트론","실적2017",43
"파트론","실적2018",34
"파트론","실적2019",29
"파트론","실적2020",NA
"팍스넷","실적2017",12
"팍스넷","실적2018",47
"팍스넷","실적2019",496
"팍스넷","실적2020",NA
"판타지오","실적2017",21
"판타지오","실적2018",24
"판타지오","실적2019",51
"판타지오","실적2020",NA
"팜스빌","실적2017",51
"팜스빌","실적2018",23
"팜스빌","실적2019",22
"팜스빌","실적2020",NA
"팜스코","실적2017",126
"팜스코","실적2018",185
"팜스코","실적2019",226
"팜스코","실적2020",NA
"팜스토리","실적2017",234
"팜스토리","실적2018",288
"팜스토리","실적2019",279
"팜스토리","실적2020",NA
"패션플랫폼","실적2017",63
"패션플랫폼","실적2018",36
"패션플랫폼","실적2019",35
"패션플랫폼","실적2020",NA
"팬스타엔터프라이즈","실적2017",48
"팬스타엔터프라이즈","실적2018",42
"팬스타엔터프라이즈","실적2019",61
"팬스타엔터프라이즈","실적2020",NA
"팬엔터테인먼트","실적2017",69
"팬엔터테인먼트","실적2018",42
"팬엔터테인먼트","실적2019",62
"팬엔터테인먼트","실적2020",NA
"팬오션","실적2017",61
"팬오션","실적2018",54
"팬오션","실적2019",53
"팬오션","실적2020",NA
"팬젠","실적2017",13
"팬젠","실적2018",69
"팬젠","실적2019",112
"팬젠","실적2020",NA
"퍼스텍","실적2017",144
"퍼스텍","실적2018",306
"퍼스텍","실적2019",567
"퍼스텍","실적2020",NA
"퍼시스","실적2017",13
"퍼시스","실적2018",15
"퍼시스","실적2019",8
"퍼시스","실적2020",NA
"펄어비스","실적2017",7
"펄어비스","실적2018",74
"펄어비스","실적2019",47
"펄어비스","실적2020",NA
"펌텍코리아","실적2017",85
"펌텍코리아","실적2018",61
"펌텍코리아","실적2019",58
"펌텍코리아","실적2020",NA
"페이퍼코리아","실적2017",1070
"페이퍼코리아","실적2018",2012
"페이퍼코리아","실적2019",4714
"페이퍼코리아","실적2020",NA
"펩트론","실적2017",8
"펩트론","실적2018",59
"펩트론","실적2019",117
"펩트론","실적2020",NA
"평화산업","실적2017",161
"평화산업","실적2018",705
"평화산업","실적2019",480
"평화산업","실적2020",NA
"평화정공","실적2017",76
"평화정공","실적2018",67
"평화정공","실적2019",59
"평화정공","실적2020",NA
"평화홀딩스","실적2017",172
"평화홀딩스","실적2018",255
"평화홀딩스","실적2019",305
"평화홀딩스","실적2020",NA
"포메탈","실적2017",45
"포메탈","실적2018",39
"포메탈","실적2019",40
"포메탈","실적2020",NA
"포비스티앤씨","실적2017",47
"포비스티앤씨","실적2018",55
"포비스티앤씨","실적2019",79
"포비스티앤씨","실적2020",NA
"포스링크","실적2017",116
"포스링크","실적2018",137
"포스링크","실적2019",462
"포스링크","실적2020",NA
"포스코","실적2017",66
"포스코","실적2018",67
"포스코","실적2019",65
"포스코","실적2020",NA
"포스코 ICT","실적2017",61
"포스코 ICT","실적2018",79
"포스코 ICT","실적2019",84
"포스코 ICT","실적2020",NA
"포스코강판","실적2017",99
"포스코강판","실적2018",107
"포스코강판","실적2019",127
"포스코강판","실적2020",NA
"포스코엠텍","실적2017",72
"포스코엠텍","실적2018",39
"포스코엠텍","실적2019",43
"포스코엠텍","실적2020",NA
"포스코인터내셔널","실적2017",221
"포스코인터내셔널","실적2018",241
"포스코인터내셔널","실적2019",193
"포스코인터내셔널","실적2020",NA
"포스코케미칼","실적2017",28
"포스코케미칼","실적2018",25
"포스코케미칼","실적2019",71
"포스코케미칼","실적2020",NA
"포시에스","실적2017",4
"포시에스","실적2018",5
"포시에스","실적2019",4
"포시에스","실적2020",NA
"포인트엔지니어링","실적2017",71
"포인트엔지니어링","실적2018",52
"포인트엔지니어링","실적2019",35
"포인트엔지니어링","실적2020",NA
"포티스","실적2017",17
"포티스","실적2018",132
"포티스","실적2019",97
"포티스","실적2020",NA
"폴루스바이오팜","실적2017",157
"폴루스바이오팜","실적2018",324
"폴루스바이오팜","실적2019",154
"폴루스바이오팜","실적2020",NA
"푸드나무","실적2017",35
"푸드나무","실적2018",7
"푸드나무","실적2019",11
"푸드나무","실적2020",NA
"푸드웰","실적2017",165
"푸드웰","실적2018",151
"푸드웰","실적2019",80
"푸드웰","실적2020",NA
"푸른기술","실적2017",31
"푸른기술","실적2018",28
"푸른기술","실적2019",24
"푸른기술","실적2020",NA
"푸른저축은행","실적2017",345
"푸른저축은행","실적2018",323
"푸른저축은행","실적2019",275
"푸른저축은행","실적2020",NA
"풀무원","실적2017",193
"풀무원","실적2018",173
"풀무원","실적2019",220
"풀무원","실적2020",NA
"풍강","실적2017",54
"풍강","실적2018",44
"풍강","실적2019",36
"풍강","실적2020",NA
"풍국주정","실적2017",24
"풍국주정","실적2018",23
"풍국주정","실적2019",22
"풍국주정","실적2020",NA
"풍산","실적2017",108
"풍산","실적2018",93
"풍산","실적2019",85
"풍산","실적2020",NA
"풍산홀딩스","실적2017",19
"풍산홀딩스","실적2018",23
"풍산홀딩스","실적2019",29
"풍산홀딩스","실적2020",NA
"퓨전","실적2017",177
"퓨전","실적2018",3666
"퓨전","실적2019",79
"퓨전","실적2020",NA
"퓨쳐스트림네트웍스","실적2017",59
"퓨쳐스트림네트웍스","실적2018",335
"퓨쳐스트림네트웍스","실적2019",192
"퓨쳐스트림네트웍스","실적2020",NA
"퓨쳐켐","실적2017",32
"퓨쳐켐","실적2018",279
"퓨쳐켐","실적2019",451
"퓨쳐켐","실적2020",NA
"프럼파스트","실적2017",17
"프럼파스트","실적2018",12
"프럼파스트","실적2019",8
"프럼파스트","실적2020",NA
"프로스테믹스","실적2017",3
"프로스테믹스","실적2018",4
"프로스테믹스","실적2019",12
"프로스테믹스","실적2020",NA
"프로텍","실적2017",20
"프로텍","실적2018",19
"프로텍","실적2019",12
"프로텍","실적2020",NA
"프리엠스","실적2017",9
"프리엠스","실적2018",7
"프리엠스","실적2019",6
"프리엠스","실적2020",NA
"플랜티넷","실적2017",9
"플랜티넷","실적2018",10
"플랜티넷","실적2019",10
"플랜티넷","실적2020",NA
"플레이디","실적2017",223
"플레이디","실적2018",163
"플레이디","실적2019",140
"플레이디","실적2020",NA
"플레이위드","실적2017",915
"플레이위드","실적2018",1772
"플레이위드","실적2019",579
"플레이위드","실적2020",NA
"플리토","실적2017",-156
"플리토","실적2018",-127
"플리토","실적2019",9
"플리토","실적2020",NA
"피델릭스","실적2017",113
"피델릭스","실적2018",118
"피델릭스","실적2019",90
"피델릭스","실적2020",NA
"피씨디렉트","실적2017",79
"피씨디렉트","실적2018",70
"피씨디렉트","실적2019",87
"피씨디렉트","실적2020",NA
"피씨엘","실적2017",2
"피씨엘","실적2018",9
"피씨엘","실적2019",170
"피씨엘","실적2020",NA
"피앤씨테크","실적2017",16
"피앤씨테크","실적2018",13
"피앤씨테크","실적2019",14
"피앤씨테크","실적2020",NA
"피앤이솔루션","실적2017",75
"피앤이솔루션","실적2018",131
"피앤이솔루션","실적2019",122
"피앤이솔루션","실적2020",NA
"피에스엠씨","실적2017",84
"피에스엠씨","실적2018",74
"피에스엠씨","실적2019",74
"피에스엠씨","실적2020",NA
"피에스케이","실적2017",NA
"피에스케이","실적2018",NA
"피에스케이","실적2019",19
"피에스케이","실적2020",NA
"피에스케이홀딩스","실적2017",21
"피에스케이홀딩스","실적2018",17
"피에스케이홀딩스","실적2019",14
"피에스케이홀딩스","실적2020",NA
"피에스텍","실적2017",11
"피에스텍","실적2018",14
"피에스텍","실적2019",17
"피에스텍","실적2020",NA
"피엔케이피부임상연구센타","실적2017",9
"피엔케이피부임상연구센타","실적2018",10
"피엔케이피부임상연구센타","실적2019",14
"피엔케이피부임상연구센타","실적2020",NA
"피엔티","실적2017",308
"피엔티","실적2018",317
"피엔티","실적2019",597
"피엔티","실적2020",NA
"피제이메탈","실적2017",82
"피제이메탈","실적2018",65
"피제이메탈","실적2019",58
"피제이메탈","실적2020",NA
"피제이전자","실적2017",18
"피제이전자","실적2018",22
"피제이전자","실적2019",29
"피제이전자","실적2020",NA
"피플바이오","실적2017",15
"피플바이오","실적2018",20
"피플바이오","실적2019",61
"피플바이오","실적2020",NA
"피피아이","실적2017",165
"피피아이","실적2018",162
"피피아이","실적2019",73
"피피아이","실적2020",NA
"픽셀플러스","실적2017",3
"픽셀플러스","실적2018",5
"픽셀플러스","실적2019",7
"픽셀플러스","실적2020",NA
"필로시스헬스케어","실적2017",177
"필로시스헬스케어","실적2018",96
"필로시스헬스케어","실적2019",179
"필로시스헬스케어","실적2020",NA
"필룩스","실적2017",104
"필룩스","실적2018",90
"필룩스","실적2019",53
"필룩스","실적2020",NA
"필옵틱스","실적2017",61
"필옵틱스","실적2018",186
"필옵틱스","실적2019",227
"필옵틱스","실적2020",NA
"핌스","실적2017",NA
"핌스","실적2018",71
"핌스","실적2019",87
"핌스","실적2020",NA
"하나금융14호스팩","실적2017",NA
"하나금융14호스팩","실적2018",NA
"하나금융14호스팩","실적2019",13
"하나금융14호스팩","실적2020",NA
"하나금융15호스팩","실적2017",NA
"하나금융15호스팩","실적2018",NA
"하나금융15호스팩","실적2019",465
"하나금융15호스팩","실적2020",NA
"하나금융16호스팩","실적2017",NA
"하나금융16호스팩","실적2018",NA
"하나금융16호스팩","실적2019",NA
"하나금융16호스팩","실적2020",NA
"하나금융지주","실적2017",1350
"하나금융지주","실적2018",1320
"하나금융지주","실적2019",1354
"하나금융지주","실적2020",NA
"하나기술","실적2017",414
"하나기술","실적2018",847
"하나기술","실적2019",525
"하나기술","실적2020",NA
"하나마이크론","실적2017",186
"하나마이크론","실적2018",193
"하나마이크론","실적2019",198
"하나마이크론","실적2020",NA
"하나머스트제6호스팩","실적2017",NA
"하나머스트제6호스팩","실적2018",8
"하나머스트제6호스팩","실적2019",8
"하나머스트제6호스팩","실적2020",NA
"하나머티리얼즈","실적2017",57
"하나머티리얼즈","실적2018",107
"하나머티리얼즈","실적2019",102
"하나머티리얼즈","실적2020",NA
"하나제약","실적2017",74
"하나제약","실적2018",18
"하나제약","실적2019",19
"하나제약","실적2020",NA
"하나투어","실적2017",155
"하나투어","실적2018",198
"하나투어","실적2019",362
"하나투어","실적2020",NA
"하림","실적2017",101
"하림","실적2018",177
"하림","실적2019",201
"하림","실적2020",NA
"하림지주","실적2017",133
"하림지주","실적2018",146
"하림지주","실적2019",149
"하림지주","실적2020",NA
"하이로닉","실적2017",24
"하이로닉","실적2018",11
"하이로닉","실적2019",12
"하이로닉","실적2020",NA
"하이록코리아","실적2017",13
"하이록코리아","실적2018",8
"하이록코리아","실적2019",9
"하이록코리아","실적2020",NA
"하이비젼시스템","실적2017",60
"하이비젼시스템","실적2018",39
"하이비젼시스템","실적2019",32
"하이비젼시스템","실적2020",NA
"하이소닉","실적2017",85
"하이소닉","실적2018",-242
"하이소닉","실적2019",67
"하이소닉","실적2020",NA
"하이스틸","실적2017",80
"하이스틸","실적2018",81
"하이스틸","실적2019",83
"하이스틸","실적2020",NA
"하이제4호스팩","실적2017",NA
"하이제4호스팩","실적2018",NA
"하이제4호스팩","실적2019",13
"하이제4호스팩","실적2020",NA
"하이제5호스팩","실적2017",NA
"하이제5호스팩","실적2018",NA
"하이제5호스팩","실적2019",9
"하이제5호스팩","실적2020",NA
"하이즈항공","실적2017",76
"하이즈항공","실적2018",74
"하이즈항공","실적2019",76
"하이즈항공","실적2020",NA
"하이텍팜","실적2017",16
"하이텍팜","실적2018",28
"하이텍팜","실적2019",33
"하이텍팜","실적2020",NA
"하이트론씨스템즈","실적2017",77
"하이트론씨스템즈","실적2018",86
"하이트론씨스템즈","실적2019",225
"하이트론씨스템즈","실적2020",NA
"하이트진로","실적2017",188
"하이트진로","실적2018",194
"하이트진로","실적2019",216
"하이트진로","실적2020",NA
"하이트진로홀딩스","실적2017",257
"하이트진로홀딩스","실적2018",264
"하이트진로홀딩스","실적2019",290
"하이트진로홀딩스","실적2020",NA
"하츠","실적2017",17
"하츠","실적2018",17
"하츠","실적2019",17
"하츠","실적2020",NA
"한국가구","실적2017",19
"한국가구","실적2018",35
"한국가구","실적2019",33
"한국가구","실적2020",NA
"한국가스공사","실적2017",356
"한국가스공사","실적2018",367
"한국가스공사","실적2019",382
"한국가스공사","실적2020",NA
"한국경제TV","실적2017",26
"한국경제TV","실적2018",17
"한국경제TV","실적2019",20
"한국경제TV","실적2020",NA
"한국공항","실적2017",31
"한국공항","실적2018",33
"한국공항","실적2019",43
"한국공항","실적2020",NA
"한국금융지주","실적2017",1078
"한국금융지주","실적2018",1206
"한국금융지주","실적2019",1107
"한국금융지주","실적2020",NA
"한국기업평가","실적2017",24
"한국기업평가","실적2018",27
"한국기업평가","실적2019",28
"한국기업평가","실적2020",NA
"한국내화","실적2017",74
"한국내화","실적2018",58
"한국내화","실적2019",48
"한국내화","실적2020",NA
"한국단자공업","실적2017",29
"한국단자공업","실적2018",24
"한국단자공업","실적2019",24
"한국단자공업","실적2020",NA
"한국맥널티","실적2017",43
"한국맥널티","실적2018",47
"한국맥널티","실적2019",74
"한국맥널티","실적2020",NA
"한국바이오젠","실적2017",69
"한국바이오젠","실적2018",80
"한국바이오젠","실적2019",9
"한국바이오젠","실적2020",NA
"한국비엔씨","실적2017",152
"한국비엔씨","실적2018",159
"한국비엔씨","실적2019",79
"한국비엔씨","실적2020",NA
"한국석유공업","실적2017",94
"한국석유공업","실적2018",108
"한국석유공업","실적2019",111
"한국석유공업","실적2020",NA
"한국선재","실적2017",116
"한국선재","실적2018",162
"한국선재","실적2019",151
"한국선재","실적2020",NA
"한국수출포장공업","실적2017",37
"한국수출포장공업","실적2018",28
"한국수출포장공업","실적2019",24
"한국수출포장공업","실적2020",NA
"한국쉘석유","실적2017",31
"한국쉘석유","실적2018",45
"한국쉘석유","실적2019",44
"한국쉘석유","실적2020",NA
"한국아트라스비엑스","실적2017",53
"한국아트라스비엑스","실적2018",55
"한국아트라스비엑스","실적2019",30
"한국아트라스비엑스","실적2020",NA
"한국알콜","실적2017",29
"한국알콜","실적2018",28
"한국알콜","실적2019",30
"한국알콜","실적2020",NA
"한국유니온제약","실적2017",157
"한국유니온제약","실적2018",48
"한국유니온제약","실적2019",66
"한국유니온제약","실적2020",NA
"한국자산신탁","실적2017",50
"한국자산신탁","실적2018",69
"한국자산신탁","실적2019",87
"한국자산신탁","실적2020",NA
"한국전력공사","실적2017",149
"한국전력공사","실적2018",160
"한국전력공사","실적2019",186
"한국전력공사","실적2020",NA
"한국전자금융","실적2017",142
"한국전자금융","실적2018",149
"한국전자금융","실적2019",180
"한국전자금융","실적2020",NA
"한국전자인증","실적2017",45
"한국전자인증","실적2018",50
"한국전자인증","실적2019",41
"한국전자인증","실적2020",NA
"한국전자홀딩스","실적2017",54
"한국전자홀딩스","실적2018",47
"한국전자홀딩스","실적2019",60
"한국전자홀딩스","실적2020",NA
"한국정밀기계","실적2017",40
"한국정밀기계","실적2018",57
"한국정밀기계","실적2019",51
"한국정밀기계","실적2020",NA
"한국정보공학","실적2017",101
"한국정보공학","실적2018",60
"한국정보공학","실적2019",108
"한국정보공학","실적2020",NA
"한국정보인증","실적2017",26
"한국정보인증","실적2018",25
"한국정보인증","실적2019",28
"한국정보인증","실적2020",NA
"한국정보통신","실적2017",58
"한국정보통신","실적2018",56
"한국정보통신","실적2019",74
"한국정보통신","실적2020",NA
"한국제7호스팩","실적2017",NA
"한국제7호스팩","실적2018",6
"한국제7호스팩","실적2019",7
"한국제7호스팩","실적2020",NA
"한국제8호스팩","실적2017",NA
"한국제8호스팩","실적2018",8
"한국제8호스팩","실적2019",8
"한국제8호스팩","실적2020",NA
"한국조선해양","실적2017",145
"한국조선해양","실적2018",88
"한국조선해양","실적2019",93
"한국조선해양","실적2020",NA
"한국종합기술","실적2017",101
"한국종합기술","실적2018",124
"한국종합기술","실적2019",188
"한국종합기술","실적2020",NA
"한국주강","실적2017",50
"한국주강","실적2018",33
"한국주강","실적2019",50
"한국주강","실적2020",NA
"한국주철관공업","실적2017",29
"한국주철관공업","실적2018",30
"한국주철관공업","실적2019",28
"한국주철관공업","실적2020",NA
"한국철강","실적2017",23
"한국철강","실적2018",26
"한국철강","실적2019",20
"한국철강","실적2020",NA
"한국카본","실적2017",18
"한국카본","실적2018",18
"한국카본","실적2019",27
"한국카본","실적2020",NA
"한국캐피탈","실적2017",687
"한국캐피탈","실적2018",656
"한국캐피탈","실적2019",699
"한국캐피탈","실적2020",NA
"한국컴퓨터","실적2017",54
"한국컴퓨터","실적2018",56
"한국컴퓨터","실적2019",36
"한국컴퓨터","실적2020",NA
"한국코퍼레이션","실적2017",108
"한국코퍼레이션","실적2018",95
"한국코퍼레이션","실적2019",192
"한국코퍼레이션","실적2020",NA
"한국콜마","실적2017",100
"한국콜마","실적2018",169
"한국콜마","실적2019",183
"한국콜마","실적2020",NA
"한국콜마홀딩스","실적2017",90
"한국콜마홀딩스","실적2018",77
"한국콜마홀딩스","실적2019",81
"한국콜마홀딩스","실적2020",NA
"한국큐빅","실적2017",190
"한국큐빅","실적2018",157
"한국큐빅","실적2019",129
"한국큐빅","실적2020",NA
"한국타이어앤테크놀로지","실적2017",49
"한국타이어앤테크놀로지","실적2018",44
"한국타이어앤테크놀로지","실적2019",41
"한국타이어앤테크놀로지","실적2020",NA
"한국테크놀로지","실적2017",116
"한국테크놀로지","실적2018",62
"한국테크놀로지","실적2019",380
"한국테크놀로지","실적2020",NA
"한국테크놀로지그룹","실적2017",8
"한국테크놀로지그룹","실적2018",8
"한국테크놀로지그룹","실적2019",6
"한국테크놀로지그룹","실적2020",NA
"한국토지신탁","실적2017",68
"한국토지신탁","실적2018",66
"한국토지신탁","실적2019",64
"한국토지신탁","실적2020",NA
"한국특수형강","실적2017",456
"한국특수형강","실적2018",260
"한국특수형강","실적2019",364
"한국특수형강","실적2020",NA
"한국파마","실적2017",198
"한국파마","실적2018",179
"한국파마","실적2019",150
"한국파마","실적2020",NA
"한국팩키지","실적2017",29
"한국팩키지","실적2018",23
"한국팩키지","실적2019",77
"한국팩키지","실적2020",NA
"한국프랜지공업","실적2017",183
"한국프랜지공업","실적2018",190
"한국프랜지공업","실적2019",185
"한국프랜지공업","실적2020",NA
"한국항공우주","실적2017",180
"한국항공우주","실적2018",256
"한국항공우주","실적2019",269
"한국항공우주","실적2020",NA
"한국화장품","실적2017",67
"한국화장품","실적2018",80
"한국화장품","실적2019",131
"한국화장품","실적2020",NA
"한국화장품제조","실적2017",47
"한국화장품제조","실적2018",42
"한국화장품제조","실적2019",75
"한국화장품제조","실적2020",NA
"한글과컴퓨터","실적2017",142
"한글과컴퓨터","실적2018",113
"한글과컴퓨터","실적2019",95
"한글과컴퓨터","실적2020",NA
"한네트","실적2017",109
"한네트","실적2018",87
"한네트","실적2019",81
"한네트","실적2020",NA
"한농화성","실적2017",52
"한농화성","실적2018",44
"한농화성","실적2019",35
"한농화성","실적2020",NA
"한독","실적2017",119
"한독","실적2018",108
"한독","실적2019",117
"한독","실적2020",NA
"한독크린텍","실적2017",68
"한독크린텍","실적2018",57
"한독크린텍","실적2019",33
"한독크린텍","실적2020",NA
"한라","실적2017",463
"한라","실적2018",575
"한라","실적2019",508
"한라","실적2020",NA
"한라IMS","실적2017",34
"한라IMS","실적2018",37
"한라IMS","실적2019",39
"한라IMS","실적2020",NA
"한라홀딩스","실적2017",98
"한라홀딩스","실적2018",99
"한라홀딩스","실적2019",98
"한라홀딩스","실적2020",NA
"한류타임즈","실적2017",205
"한류타임즈","실적2018",316
"한류타임즈","실적2019",-790
"한류타임즈","실적2020",NA
"한미글로벌","실적2017",61
"한미글로벌","실적2018",102
"한미글로벌","실적2019",64
"한미글로벌","실적2020",NA
"한미반도체","실적2017",38
"한미반도체","실적2018",14
"한미반도체","실적2019",17
"한미반도체","실적2020",NA
"한미사이언스","실적2017",41
"한미사이언스","실적2018",40
"한미사이언스","실적2019",41
"한미사이언스","실적2020",NA
"한미약품","실적2017",109
"한미약품","실적2018",114
"한미약품","실적2019",132
"한미약품","실적2020",NA
"한빛소프트","실적2017",69
"한빛소프트","실적2018",257
"한빛소프트","실적2019",164
"한빛소프트","실적2020",NA
"한샘","실적2017",92
"한샘","실적2018",63
"한샘","실적2019",96
"한샘","실적2020",NA
"한섬","실적2017",35
"한섬","실적2018",28
"한섬","실적2019",26
"한섬","실적2020",NA
"한성기업","실적2017",283
"한성기업","실적2018",311
"한성기업","실적2019",368
"한성기업","실적2020",NA
"한세실업","실적2017",108
"한세실업","실적2018",137
"한세실업","실적2019",159
"한세실업","실적2020",NA
"한세엠케이","실적2017",34
"한세엠케이","실적2018",38
"한세엠케이","실적2019",83
"한세엠케이","실적2020",NA
"한세예스24홀딩스","실적2017",141
"한세예스24홀딩스","실적2018",171
"한세예스24홀딩스","실적2019",190
"한세예스24홀딩스","실적2020",NA
"한솔로지스틱스","실적2017",94
"한솔로지스틱스","실적2018",125
"한솔로지스틱스","실적2019",254
"한솔로지스틱스","실적2020",NA
"한솔인티큐브","실적2017",81
"한솔인티큐브","실적2018",63
